order_id,customer_id,product_id,order_date,quantity,discount_pct,sales_amount,cost_amount,profit,order_status,month,month_name,year
O00281,C0014,P016,2025-10-29,11,0.1,2539.94,1848.66,691.28,Delivered,10,October,2025
O00282,C0159,P016,2025-09-02,12,0.1,2770.85,2016.72,754.13,Delivered,9,September,2025
O00283,C0152,P043,2025-04-17,2,0.0,290.2,189.1,101.1,Delivered,4,April,2025
O00284,C0108,P036,2025-03-29,11,0.0,718.52,585.86,132.66,Delivered,3,March,2025
O00285,C0188,P013,2025-05-09,7,0.15,2081.61,1606.36,475.25,Delivered,5,May,2025
O00286,C0098,P007,2025-12-07,1,0.1,167.26,128.02,39.24,Delivered,12,December,2025
O00287,C0131,P036,2025-01-04,13,0.05,806.7,692.38,114.32,Delivered,1,January,2025
O00288,C0293,P047,2025-11-23,2,0.05,637.81,494.6,143.21,Delivered,11,November,2025
O00289,C0171,P009,2025-11-02,12,0.2,4615.2,3414.12,1201.08,Cancelled,11,November,2025
O00290,C0183,P032,2025-04-05,8,0.15,717.26,622.64,94.62,Delivered,4,April,2025
O00291,C0039,P011,2025-07-28,6,0.05,2288.84,1632.18,656.66,Delivered,7,July,2025
O00292,C0015,P008,2025-08-13,15,0.0,1427.55,1107.15,320.4,Delivered,8,August,2025
O00293,C0004,P033,2025-12-14,14,0.05,7332.82,4698.68,2634.14,Delivered,12,December,2025
O00294,C0210,P023,2025-11-17,2,0.2,817.14,629.28,187.86,Delivered,11,November,2025
O00295,C0161,P025,2025-02-16,7,0.1,2342.97,1947.05,395.92,Delivered,2,February,2025
O00296,C0016,P008,2025-06-30,4,0.1,342.61,295.24,47.37,Delivered,6,June,2025
O00297,C0108,P045,2025-04-16,2,0.1,985.93,742.38,243.55,Delivered,4,April,2025
O00298,C0227,P022,2025-07-18,12,0.05,2561.01,1598.64,962.37,Delivered,7,July,2025
O00299,C0170,P004,2025-04-16,6,0.15,1183.56,975.36,208.2,Delivered,4,April,2025
O00300,C0034,P040,2025-10-07,11,0.1,1075.83,928.4,147.43,Delivered,10,October,2025
O00301,C0251,P003,2025-09-17,15,0.0,2157.0,1567.35,589.65,Delivered,9,September,2025
O00302,C0247,P029,2025-04-18,9,0.0,5640.21,3780.45,1859.76,Delivered,4,April,2025
O00303,C0269,P041,2025-01-19,11,0.1,5689.93,3992.89,1697.04,Delivered,1,January,2025
O00304,C0141,P029,2025-10-23,9,0.2,4512.17,3780.45,731.72,Delivered,10,October,2025
O00305,C0274,P034,2025-11-02,14,0.05,6856.02,5933.06,922.96,Delivered,11,November,2025
O00306,C0096,P034,2025-06-20,8,0.2,3299.14,3390.32,-91.18,Delivered,6,June,2025
O00307,C0227,P028,2025-11-27,15,0.15,2585.06,2599.05,-13.99,Cancelled,11,November,2025
O00308,C0039,P013,2025-07-14,3,0.0,1049.55,688.44,361.11,Returned,7,July,2025
O00309,C0029,P015,2025-01-12,3,0.0,241.8,141.09,100.71,Delivered,1,January,2025
O00310,C0245,P023,2025-07-14,2,0.0,1021.42,629.28,392.14,Delivered,7,July,2025
O00311,C0236,P044,2025-10-10,5,0.15,631.17,474.05,157.12,Cancelled,10,October,2025
O00312,C0185,P026,2025-07-01,14,0.0,4099.76,3155.88,943.88,Cancelled,7,July,2025
O00313,C0272,P004,2025-11-01,12,0.05,2645.6,1950.72,694.88,Delivered,11,November,2025
O00314,C0236,P026,2025-05-24,14,0.1,3689.78,3155.88,533.9,Delivered,5,May,2025
O00315,C0239,P040,2025-11-12,4,0.15,369.48,337.6,31.88,Delivered,11,November,2025
O00316,C0266,P009,2025-07-01,7,0.0,3365.25,1991.57,1373.68,Returned,7,July,2025
O00317,C0065,P005,2025-01-30,4,0.1,986.04,823.24,162.8,Delivered,1,January,2025
O00318,C0177,P032,2025-03-25,9,0.1,854.39,700.47,153.92,Delivered,3,March,2025
O00319,C0003,P020,2025-06-15,12,0.1,2662.96,1944.0,718.96,Delivered,6,June,2025
O00320,C0142,P050,2025-10-11,12,0.15,2934.44,2301.48,632.96,Delivered,10,October,2025
O00321,C0158,P011,2025-10-08,2,0.0,803.1,544.06,259.04,Delivered,10,October,2025
O00322,C0146,P015,2025-04-06,11,0.15,753.61,517.33,236.28,Delivered,4,April,2025
O00323,C0293,P032,2025-09-23,14,0.15,1255.21,1089.62,165.59,Delivered,9,September,2025
O00324,C0153,P028,2025-10-25,6,0.1,1094.85,1039.62,55.23,Delivered,10,October,2025
O00325,C0193,P022,2025-10-23,15,0.15,2864.29,1998.3,865.99,Delivered,10,October,2025
O00326,C0073,P041,2025-08-13,7,0.1,3620.86,2540.93,1079.93,Delivered,8,August,2025
O00327,C0140,P017,2025-11-29,4,0.0,443.8,328.52,115.28,Delivered,11,November,2025
O00328,C0187,P026,2025-12-27,13,0.15,3235.88,2930.46,305.42,Delivered,12,December,2025
O00329,C0293,P044,2025-02-11,6,0.1,801.95,568.86,233.09,Delivered,2,February,2025
O00330,C0061,P007,2025-10-30,7,0.1,1170.79,896.14,274.65,Delivered,10,October,2025
O00331,C0198,P042,2025-09-03,4,0.05,665.42,442.76,222.66,Delivered,9,September,2025
O00332,C0295,P026,2025-07-27,15,0.2,3514.08,3381.3,132.78,Delivered,7,July,2025
O00333,C0011,P025,2025-08-25,8,0.1,2677.68,2225.2,452.48,Delivered,8,August,2025
O00334,C0062,P010,2025-01-22,9,0.0,1834.47,1329.03,505.44,Delivered,1,January,2025
O00335,C0226,P045,2025-07-04,1,0.1,492.97,371.19,121.78,Delivered,7,July,2025
O00336,C0153,P019,2025-08-30,7,0.15,4313.39,3120.11,1193.28,Delivered,8,August,2025
O00337,C0199,P011,2025-12-29,9,0.15,3071.86,2448.27,623.59,Delivered,12,December,2025
O00338,C0052,P013,2025-10-10,15,0.1,4722.98,3442.2,1280.78,Delivered,10,October,2025
O00339,C0260,P008,2025-02-10,12,0.2,913.63,885.72,27.91,Delivered,2,February,2025
O00340,C0059,P040,2025-12-02,10,0.05,1032.36,844.0,188.36,Delivered,12,December,2025
O00341,C0072,P004,2025-06-11,5,0.1,1044.32,812.8,231.52,Delivered,6,June,2025
O00342,C0148,P047,2025-06-09,12,0.2,3222.62,2967.6,255.02,Delivered,6,June,2025
O00343,C0063,P031,2025-03-30,2,0.2,1166.91,870.28,296.63,Delivered,3,March,2025
O00344,C0243,P028,2025-11-18,10,0.15,1723.38,1732.7,-9.32,Delivered,11,November,2025
O00345,C0107,P011,2025-01-12,6,0.2,1927.44,1632.18,295.26,Delivered,1,January,2025
O00346,C0226,P043,2025-03-14,12,0.0,1741.2,1134.6,606.6,Delivered,3,March,2025
O00347,C0218,P001,2025-03-17,12,0.2,2266.94,1727.88,539.06,Delivered,3,March,2025
O00348,C0241,P049,2025-12-12,7,0.05,4484.23,2784.67,1699.56,Delivered,12,December,2025
O00349,C0259,P047,2025-07-20,2,0.0,671.38,494.6,176.78,Delivered,7,July,2025
O00350,C0262,P038,2025-01-10,2,0.0,876.56,538.3,338.26,Delivered,1,January,2025
O00351,C0005,P024,2025-12-18,10,0.1,3887.91,3481.0,406.91,Delivered,12,December,2025
O00352,C0261,P047,2025-08-14,15,0.05,4783.58,3709.5,1074.08,Delivered,8,August,2025
O00353,C0054,P031,2025-06-25,14,0.05,9699.96,6091.96,3608.0,Delivered,6,June,2025
O00354,C0047,P041,2025-10-03,12,0.0,6896.88,4355.88,2541.0,Delivered,10,October,2025
O00355,C0215,P046,2025-02-08,10,0.05,3803.42,3077.1,726.32,Cancelled,2,February,2025
O00356,C0177,P050,2025-03-01,1,0.1,258.92,191.79,67.13,Delivered,3,March,2025
O00357,C0009,P026,2025-03-07,4,0.1,1054.22,901.68,152.54,Delivered,3,March,2025
O00358,C0099,P049,2025-11-17,7,0.05,4484.23,2784.67,1699.56,Delivered,11,November,2025
O00359,C0020,P050,2025-05-04,14,0.15,3423.51,2685.06,738.45,Delivered,5,May,2025
O00360,C0241,P005,2025-06-13,9,0.2,1972.08,1852.29,119.79,Delivered,6,June,2025
O00361,C0061,P020,2025-06-08,15,0.15,3143.77,2430.0,713.77,Delivered,6,June,2025
O00362,C0178,P041,2025-02-26,3,0.05,1638.01,1088.97,549.04,Delivered,2,February,2025
O00363,C0062,P011,2025-03-19,12,0.15,4095.81,3264.36,831.45,Delivered,3,March,2025
O00364,C0145,P033,2025-07-13,11,0.0,6064.74,3691.82,2372.92,Delivered,7,July,2025
O00365,C0216,P050,2025-10-12,7,0.0,2013.83,1342.53,671.3,Delivered,10,October,2025
O00366,C0003,P038,2025-01-15,7,0.05,2914.56,1884.05,1030.51,Cancelled,1,January,2025
O00367,C0160,P027,2025-01-12,7,0.15,1899.95,1400.21,499.74,Delivered,1,January,2025
O00368,C0227,P034,2025-04-11,2,0.0,1030.98,847.58,183.4,Delivered,4,April,2025
O00369,C0269,P015,2025-06-05,6,0.0,483.6,282.18,201.42,Delivered,6,June,2025
O00370,C0120,P032,2025-12-06,2,0.0,210.96,155.66,55.3,Delivered,12,December,2025
O00371,C0089,P021,2025-05-05,6,0.2,2605.2,2215.2,390.0,Delivered,5,May,2025
O00372,C0068,P046,2025-12-25,13,0.1,4684.21,4000.23,683.98,Delivered,12,December,2025
O00373,C0098,P005,2025-10-07,10,0.05,2602.05,2058.1,543.95,Delivered,10,October,2025
O00374,C0267,P006,2025-04-20,3,0.1,1039.01,722.19,316.82,Delivered,4,April,2025
O00375,C0105,P038,2025-11-30,14,0.1,5522.33,3768.1,1754.23,Delivered,11,November,2025
O00376,C0123,P022,2025-12-23,2,0.15,381.9,266.44,115.46,Delivered,12,December,2025
O00377,C0029,P018,2025-05-26,12,0.0,768.72,623.16,145.56,Delivered,5,May,2025
O00378,C0137,P014,2025-08-04,15,0.2,3680.16,3770.25,-90.09,Delivered,8,August,2025
O00379,C0195,P010,2025-06-11,14,0.05,2710.94,2067.38,643.56,Delivered,6,June,2025
O00380,C0226,P046,2025-05-08,6,0.15,2041.84,1846.26,195.58,Delivered,5,May,2025
O00381,C0170,P013,2025-11-10,2,0.0,699.7,458.96,240.74,Delivered,11,November,2025
O00382,C0009,P031,2025-11-28,5,0.05,3464.27,2175.7,1288.57,Delivered,11,November,2025
O00383,C0040,P030,2025-05-30,2,0.05,1154.52,756.02,398.5,Delivered,5,May,2025
O00384,C0025,P003,2025-02-05,3,0.1,388.26,313.47,74.79,Delivered,2,February,2025
O00385,C0261,P030,2025-06-22,3,0.0,1822.92,1134.03,688.89,Delivered,6,June,2025
O00386,C0226,P006,2025-01-22,6,0.15,1962.58,1444.38,518.2,Delivered,1,January,2025
O00387,C0124,P029,2025-07-25,6,0.0,3760.14,2520.3,1239.84,Delivered,7,July,2025
O00388,C0038,P008,2025-05-07,10,0.15,808.94,738.1,70.84,Delivered,5,May,2025
O00389,C0251,P044,2025-12-02,3,0.15,378.7,284.43,94.27,Delivered,12,December,2025
O00390,C0176,P045,2025-12-22,3,0.1,1478.9,1113.57,365.33,Delivered,12,December,2025
O00391,C0090,P043,2025-08-05,13,0.15,1603.36,1229.15,374.21,Delivered,8,August,2025
O00392,C0037,P044,2025-04-06,12,0.15,1514.8,1137.72,377.08,Returned,4,April,2025
O00393,C0176,P033,2025-06-13,13,0.05,6809.05,4363.06,2445.99,Delivered,6,June,2025
O00394,C0284,P017,2025-05-28,1,0.15,94.31,82.13,12.18,Delivered,5,May,2025
O00395,C0081,P048,2025-01-18,7,0.05,1486.08,1242.5,243.58,Delivered,1,January,2025
O00396,C0114,P011,2025-10-21,13,0.1,4698.14,3536.39,1161.75,Cancelled,10,October,2025
O00397,C0040,P013,2025-07-14,8,0.15,2378.98,1835.84,543.14,Delivered,7,July,2025
O00398,C0224,P050,2025-05-31,2,0.05,546.61,383.58,163.03,Delivered,5,May,2025
O00399,C0115,P011,2025-12-31,4,0.05,1525.89,1088.12,437.77,Delivered,12,December,2025
O00400,C0186,P031,2025-05-03,10,0.1,6563.88,4351.4,2212.48,Delivered,5,May,2025
O00401,C0056,P028,2025-07-06,7,0.15,1206.36,1212.89,-6.53,Delivered,7,July,2025
O00402,C0040,P044,2025-05-29,8,0.2,950.46,758.48,191.98,Delivered,5,May,2025
O00403,C0040,P006,2025-04-14,1,0.1,346.34,240.73,105.61,Delivered,4,April,2025
O00404,C0237,P041,2025-08-31,4,0.15,1954.12,1451.96,502.16,Delivered,8,August,2025
O00405,C0289,P016,2025-08-19,6,0.2,1231.49,1008.36,223.13,Delivered,8,August,2025
O00406,C0262,P004,2025-07-25,3,0.0,696.21,487.68,208.53,Delivered,7,July,2025
O00407,C0216,P035,2025-07-17,5,0.0,845.7,510.1,335.6,Delivered,7,July,2025
O00408,C0147,P048,2025-12-03,10,0.15,1899.5,1775.0,124.5,Delivered,12,December,2025
O00409,C0168,P026,2025-03-28,9,0.15,2240.23,2028.78,211.45,Delivered,3,March,2025
O00410,C0092,P012,2025-05-22,11,0.2,1350.54,996.6,353.94,Cancelled,5,May,2025
O00411,C0059,P011,2025-11-13,13,0.1,4698.14,3536.39,1161.75,Delivered,11,November,2025
O00412,C0059,P037,2025-07-18,3,0.0,1416.06,1019.94,396.12,Delivered,7,July,2025
O00413,C0169,P025,2025-02-15,5,0.1,1673.55,1390.75,282.8,Delivered,2,February,2025
O00414,C0269,P018,2025-10-15,8,0.0,512.48,415.44,97.04,Cancelled,10,October,2025
O00415,C0045,P019,2025-01-15,6,0.05,4132.16,2674.38,1457.78,Delivered,1,January,2025
O00416,C0181,P023,2025-02-13,4,0.15,1736.41,1258.56,477.85,Delivered,2,February,2025
O00417,C0170,P038,2025-06-18,8,0.0,3506.24,2153.2,1353.04,Delivered,6,June,2025
O00418,C0191,P018,2025-11-06,11,0.15,598.96,571.23,27.73,Delivered,11,November,2025
O00419,C0155,P026,2025-02-13,3,0.1,790.67,676.26,114.41,Delivered,2,February,2025
O00420,C0188,P006,2025-04-08,3,0.1,1039.01,722.19,316.82,Delivered,4,April,2025
O00421,C0007,P004,2025-09-18,4,0.0,928.28,650.24,278.04,Delivered,9,September,2025
O00422,C0133,P044,2025-04-19,9,0.05,1269.76,853.29,416.47,Delivered,4,April,2025
O00423,C0235,P029,2025-10-10,5,0.0,3133.45,2100.25,1033.2,Delivered,10,October,2025
O00424,C0045,P034,2025-12-09,8,0.25,3092.94,3390.32,-297.38,Delivered,12,December,2025
O00425,C0249,P017,2025-04-14,6,0.15,565.84,492.78,73.06,Delivered,4,April,2025
O00426,C0031,P043,2025-09-13,3,0.1,391.77,283.65,108.12,Delivered,9,September,2025
O00427,C0023,P043,2025-07-25,15,0.0,2176.5,1418.25,758.25,Delivered,7,July,2025
O00428,C0160,P016,2025-12-01,8,0.2,1641.98,1344.48,297.5,Delivered,12,December,2025
O00429,C0158,P002,2025-02-12,12,0.05,5672.53,4224.36,1448.17,Delivered,2,February,2025
O00430,C0039,P034,2025-12-19,9,0.0,4639.41,3814.11,825.3,Delivered,12,December,2025
O00431,C0082,P008,2025-09-02,8,0.1,685.22,590.48,94.74,Returned,9,September,2025
O00432,C0258,P013,2025-10-14,13,0.2,3638.44,2983.24,655.2,Delivered,10,October,2025
O00433,C0206,P042,2025-12-21,4,0.0,700.44,442.76,257.68,Delivered,12,December,2025
O00434,C0077,P008,2025-09-30,14,0.0,1332.38,1033.34,299.04,Delivered,9,September,2025
O00435,C0012,P030,2025-03-24,14,0.2,6805.57,5292.14,1513.43,Delivered,3,March,2025
O00436,C0295,P032,2025-04-20,13,0.0,1371.24,1011.79,359.45,Delivered,4,April,2025
O00437,C0224,P036,2025-07-09,11,0.0,718.52,585.86,132.66,Delivered,7,July,2025
O00438,C0013,P047,2025-10-15,6,0.1,1812.73,1483.8,328.93,Delivered,10,October,2025
O00439,C0046,P030,2025-09-08,1,0.2,486.11,378.01,108.1,Delivered,9,September,2025
O00440,C0155,P001,2025-07-31,4,0.1,850.1,575.96,274.14,Delivered,7,July,2025
O00441,C0113,P043,2025-10-18,8,0.25,870.6,756.4,114.2,Delivered,10,October,2025
O00442,C0233,P039,2025-05-13,1,0.15,403.44,382.78,20.66,Delivered,5,May,2025
O00443,C0017,P017,2025-07-20,3,0.0,332.85,246.39,86.46,Delivered,7,July,2025
O00444,C0223,P020,2025-10-12,1,0.25,184.93,162.0,22.93,Delivered,10,October,2025
O00445,C0188,P024,2025-11-22,9,0.1,3499.12,3132.9,366.22,Delivered,11,November,2025
O00446,C0163,P050,2025-04-05,2,0.05,546.61,383.58,163.03,Delivered,4,April,2025
O00447,C0074,P022,2025-10-05,9,0.1,1819.67,1198.98,620.69,Delivered,10,October,2025
O00448,C0233,P029,2025-11-21,13,0.05,7739.62,5460.65,2278.97,Delivered,11,November,2025
O00449,C0224,P022,2025-08-07,4,0.0,898.6,532.88,365.72,Delivered,8,August,2025
O00450,C0060,P044,2025-03-30,2,0.0,297.02,189.62,107.4,Cancelled,3,March,2025
O00451,C0222,P009,2025-03-13,4,0.1,1730.7,1138.04,592.66,Delivered,3,March,2025
O00452,C0037,P037,2025-09-04,12,0.15,4814.6,4079.76,734.84,Delivered,9,September,2025
O00453,C0278,P010,2025-05-09,11,0.1,2017.92,1624.37,393.55,Delivered,5,May,2025
O00454,C0196,P036,2025-07-31,11,0.25,538.89,585.86,-46.97,Delivered,7,July,2025
O00455,C0242,P037,2025-12-09,10,0.05,4484.19,3399.8,1084.39,Delivered,12,December,2025
O00456,C0219,P028,2025-04-06,6,0.05,1155.68,1039.62,116.06,Delivered,4,April,2025
O00457,C0192,P028,2025-03-16,15,0.0,3041.25,2599.05,442.2,Delivered,3,March,2025
O00458,C0017,P042,2025-02-23,11,0.0,1926.21,1217.59,708.62,Delivered,2,February,2025
O00459,C0012,P043,2025-12-10,7,0.05,964.91,661.85,303.06,Cancelled,12,December,2025
O00460,C0193,P021,2025-02-23,3,0.15,1384.01,1107.6,276.41,Delivered,2,February,2025
O00461,C0022,P024,2025-08-06,3,0.2,1036.78,1044.3,-7.52,Delivered,8,August,2025
O00462,C0120,P042,2025-01-16,12,0.25,1575.99,1328.28,247.71,Delivered,1,January,2025
O00463,C0210,P040,2025-04-09,10,0.0,1086.7,844.0,242.7,Delivered,4,April,2025
O00464,C0270,P002,2025-01-20,12,0.2,4776.86,4224.36,552.5,Delivered,1,January,2025
O00465,C0192,P008,2025-02-15,8,0.05,723.29,590.48,132.81,Delivered,2,February,2025
O00466,C0175,P048,2025-07-12,5,0.0,1117.35,887.5,229.85,Delivered,7,July,2025
O00467,C0285,P027,2025-02-27,4,0.2,1021.82,800.12,221.7,Delivered,2,February,2025
O00468,C0204,P022,2025-04-21,7,0.1,1415.3,932.54,482.76,Delivered,4,April,2025
O00469,C0164,P037,2025-05-09,7,0.0,3304.14,2379.86,924.28,Delivered,5,May,2025
O00470,C0251,P027,2025-12-03,13,0.1,3736.04,2600.39,1135.65,Cancelled,12,December,2025
O00471,C0227,P029,2025-07-13,9,0.05,5358.2,3780.45,1577.75,Delivered,7,July,2025
O00472,C0007,P003,2025-12-06,9,0.15,1100.07,940.41,159.66,Returned,12,December,2025
O00473,C0029,P044,2025-11-22,5,0.1,668.3,474.05,194.25,Delivered,11,November,2025
O00474,C0033,P013,2025-01-08,13,0.25,3411.04,2983.24,427.8,Delivered,1,January,2025
O00475,C0134,P045,2025-01-29,12,0.0,6572.88,4454.28,2118.6,Delivered,1,January,2025
O00476,C0079,P010,2025-04-22,13,0.05,2517.3,1919.71,597.59,Delivered,4,April,2025
O00477,C0058,P036,2025-06-10,8,0.1,470.3,426.08,44.22,Delivered,6,June,2025
O00478,C0026,P009,2025-05-11,10,0.1,4326.75,2845.1,1481.65,Delivered,5,May,2025
O00479,C0226,P027,2025-07-07,1,0.05,303.35,200.03,103.32,Delivered,7,July,2025
O00480,C0285,P034,2025-06-12,9,0.15,3943.5,3814.11,129.39,Delivered,6,June,2025
O00481,C0004,P001,2025-07-16,8,0.2,1511.3,1151.92,359.38,Delivered,7,July,2025
O00482,C0099,P032,2025-12-30,6,0.2,506.3,466.98,39.32,Delivered,12,December,2025
O00483,C0039,P025,2025-07-23,13,0.15,4109.5,3615.95,493.55,Delivered,7,July,2025
O00484,C0271,P029,2025-07-31,3,0.2,1504.06,1260.15,243.91,Delivered,7,July,2025
O00485,C0285,P007,2025-04-19,3,0.1,501.77,384.06,117.71,Delivered,4,April,2025
O00486,C0157,P049,2025-10-03,8,0.15,4585.38,3182.48,1402.9,Cancelled,10,October,2025
O00487,C0075,P003,2025-03-14,5,0.05,683.05,522.45,160.6,Delivered,3,March,2025
O00488,C0288,P020,2025-06-16,10,0.05,2342.41,1620.0,722.41,Delivered,6,June,2025
O00489,C0130,P020,2025-09-17,11,0.05,2576.66,1782.0,794.66,Delivered,9,September,2025
O00490,C0175,P030,2025-08-31,14,0.1,7656.26,5292.14,2364.12,Delivered,8,August,2025
O00491,C0084,P035,2025-10-02,7,0.05,1124.78,714.14,410.64,Delivered,10,October,2025
O00492,C0022,P035,2025-04-12,5,0.25,634.28,510.1,124.18,Delivered,4,April,2025
O00493,C0027,P049,2025-06-22,8,0.05,5124.83,3182.48,1942.35,Delivered,6,June,2025
O00494,C0195,P039,2025-06-20,10,0.0,4746.3,3827.8,918.5,Delivered,6,June,2025
O00495,C0236,P027,2025-05-21,10,0.1,2873.88,2000.3,873.58,Delivered,5,May,2025
O00496,C0092,P026,2025-07-07,4,0.0,1171.36,901.68,269.68,Delivered,7,July,2025
O00497,C0021,P014,2025-03-27,2,0.0,613.36,502.7,110.66,Delivered,3,March,2025
O00498,C0084,P017,2025-02-21,3,0.0,332.85,246.39,86.46,Delivered,2,February,2025
O00499,C0262,P018,2025-04-21,8,0.1,461.23,415.44,45.79,Returned,4,April,2025
O00500,C0147,P045,2025-12-31,15,0.1,7394.49,5567.85,1826.64,Delivered,12,December,2025
O00501,C0257,P029,2025-12-08,11,0.15,5859.55,4620.55,1239.0,Delivered,12,December,2025
O00502,C0058,P020,2025-02-12,13,0.15,2724.6,2106.0,618.6,Delivered,2,February,2025
O00503,C0015,P027,2025-07-30,7,0.1,2011.72,1400.21,611.51,Delivered,7,July,2025
O00504,C0162,P018,2025-07-19,13,0.05,791.14,675.09,116.05,Delivered,7,July,2025
O00505,C0163,P004,2025-10-25,2,0.05,440.93,325.12,115.81,Delivered,10,October,2025
O00506,C0281,P001,2025-12-12,6,0.15,1204.31,863.94,340.37,Delivered,12,December,2025
O00507,C0280,P050,2025-08-28,9,0.0,2589.21,1726.11,863.1,Delivered,8,August,2025
O00508,C0012,P001,2025-04-25,15,0.0,3542.1,2159.85,1382.25,Delivered,4,April,2025
O00509,C0274,P026,2025-01-26,4,0.15,995.66,901.68,93.98,Delivered,1,January,2025
O00510,C0271,P045,2025-10-26,9,0.1,4436.69,3340.71,1095.98,Delivered,10,October,2025
O00511,C0208,P020,2025-03-18,2,0.0,493.14,324.0,169.14,Delivered,3,March,2025
O00512,C0027,P023,2025-05-17,2,0.0,1021.42,629.28,392.14,Delivered,5,May,2025
O00513,C0072,P010,2025-01-20,9,0.2,1467.58,1329.03,138.55,Delivered,1,January,2025
O00514,C0060,P011,2025-07-30,12,0.2,3854.88,3264.36,590.52,Delivered,7,July,2025
O00515,C0145,P041,2025-08-28,7,0.15,3419.7,2540.93,878.77,Delivered,8,August,2025
O00516,C0093,P041,2025-02-08,7,0.1,3620.86,2540.93,1079.93,Delivered,2,February,2025
O00517,C0008,P005,2025-09-25,1,0.1,246.51,205.81,40.7,Returned,9,September,2025
O00518,C0079,P001,2025-07-26,13,0.25,2302.36,1871.87,430.49,Delivered,7,July,2025
O00519,C0027,P017,2025-09-24,11,0.25,915.34,903.43,11.91,Delivered,9,September,2025
O00520,C0174,P022,2025-06-03,6,0.0,1347.9,799.32,548.58,Delivered,6,June,2025
O00521,C0050,P034,2025-02-11,13,0.15,5696.16,5509.27,186.89,Delivered,2,February,2025
O00522,C0199,P045,2025-01-11,7,0.0,3834.18,2598.33,1235.85,Delivered,1,January,2025
O00523,C0181,P041,2025-10-21,11,0.0,6322.14,3992.89,2329.25,Delivered,10,October,2025
O00524,C0024,P029,2025-04-08,14,0.15,7457.61,5880.7,1576.91,Delivered,4,April,2025
O00525,C0046,P004,2025-10-02,6,0.1,1253.18,975.36,277.82,Delivered,10,October,2025
O00526,C0015,P005,2025-08-18,6,0.2,1314.72,1234.86,79.86,Delivered,8,August,2025
O00527,C0153,P011,2025-08-08,2,0.0,803.1,544.06,259.04,Delivered,8,August,2025
O00528,C0222,P021,2025-03-06,6,0.1,2930.85,2215.2,715.65,Delivered,3,March,2025
O00529,C0206,P035,2025-12-21,4,0.2,541.25,408.08,133.17,Delivered,12,December,2025
O00530,C0273,P012,2025-08-20,9,0.2,1104.98,815.4,289.58,Cancelled,8,August,2025
O00531,C0236,P026,2025-11-24,15,0.0,4392.6,3381.3,1011.3,Delivered,11,November,2025
O00532,C0228,P019,2025-02-21,12,0.05,8264.32,5348.76,2915.56,Delivered,2,February,2025
O00533,C0009,P045,2025-09-20,1,0.1,492.97,371.19,121.78,Delivered,9,September,2025
O00534,C0166,P007,2025-09-24,13,0.0,2415.92,1664.26,751.66,Cancelled,9,September,2025
O00535,C0214,P047,2025-12-25,8,0.25,2014.14,1978.4,35.74,Delivered,12,December,2025
O00536,C0117,P007,2025-11-13,5,0.2,743.36,640.1,103.26,Delivered,11,November,2025
O00537,C0072,P026,2025-11-20,1,0.0,292.84,225.42,67.42,Delivered,11,November,2025
O00538,C0064,P040,2025-06-03,4,0.0,434.68,337.6,97.08,Delivered,6,June,2025
O00539,C0205,P005,2025-12-24,1,0.0,273.9,205.81,68.09,Delivered,12,December,2025
O00540,C0209,P021,2025-05-20,6,0.2,2605.2,2215.2,390.0,Delivered,5,May,2025
O00541,C0072,P014,2025-02-20,2,0.0,613.36,502.7,110.66,Delivered,2,February,2025
O00542,C0277,P004,2025-04-27,15,0.1,3132.94,2438.4,694.54,Cancelled,4,April,2025
O00543,C0274,P023,2025-02-15,5,0.1,2298.19,1573.2,724.99,Delivered,2,February,2025
O00544,C0095,P042,2025-11-05,7,0.1,1103.19,774.83,328.36,Delivered,11,November,2025
O00545,C0166,P020,2025-03-29,2,0.0,493.14,324.0,169.14,Delivered,3,March,2025
O00546,C0032,P015,2025-07-27,6,0.0,483.6,282.18,201.42,Cancelled,7,July,2025
O00547,C0011,P050,2025-09-26,6,0.2,1380.91,1150.74,230.17,Delivered,9,September,2025
O00548,C0217,P045,2025-03-30,5,0.2,2190.96,1855.95,335.01,Delivered,3,March,2025
O00549,C0289,P029,2025-04-28,5,0.15,2663.43,2100.25,563.18,Delivered,4,April,2025
O00550,C0102,P008,2025-02-23,14,0.0,1332.38,1033.34,299.04,Delivered,2,February,2025
O00551,C0267,P041,2025-04-26,3,0.05,1638.01,1088.97,549.04,Delivered,4,April,2025
O00552,C0214,P048,2025-04-28,15,0.1,3016.84,2662.5,354.34,Delivered,4,April,2025
O00553,C0179,P019,2025-09-17,10,0.05,6886.93,4457.3,2429.63,Delivered,9,September,2025
O00554,C0088,P048,2025-03-16,15,0.2,2681.64,2662.5,19.14,Delivered,3,March,2025
O00555,C0041,P039,2025-11-01,10,0.1,4271.67,3827.8,443.87,Delivered,11,November,2025
O00556,C0076,P046,2025-01-07,11,0.0,4403.96,3384.81,1019.15,Delivered,1,January,2025
O00557,C0046,P028,2025-05-02,12,0.2,1946.4,2079.24,-132.84,Delivered,5,May,2025
O00558,C0160,P046,2025-01-11,2,0.25,600.54,615.42,-14.88,Delivered,1,January,2025
O00559,C0080,P027,2025-12-14,7,0.0,2235.24,1400.21,835.03,Delivered,12,December,2025
O00560,C0086,P004,2025-08-03,1,0.1,208.86,162.56,46.3,Delivered,8,August,2025
O00561,C0092,P015,2025-10-06,6,0.05,459.42,282.18,177.24,Delivered,10,October,2025
