inventory_id,full_date,product_id,warehouse,opening_stock,stock_received,units_sold,closing_stock,year,month,month_name
I00368,2025-08-01,P018,WH_Delhi,94,34,128,0,2025,8,August
I00369,2025-08-01,P019,WH_Bengaluru,56,113,119,50,2025,8,August
I00370,2025-08-01,P020,WH_Delhi,351,95,29,417,2025,8,August
I00371,2025-08-01,P021,WH_Hyderabad,409,153,41,521,2025,8,August
I00372,2025-08-01,P022,WH_Pune,472,81,157,396,2025,8,August
I00373,2025-08-01,P023,WH_Pune,256,85,61,280,2025,8,August
I00374,2025-08-01,P024,WH_Delhi,199,212,62,349,2025,8,August
I00375,2025-08-01,P025,WH_Pune,281,42,126,197,2025,8,August
I00376,2025-08-01,P026,WH_Pune,200,232,73,359,2025,8,August
I00377,2025-08-01,P027,WH_Mumbai,418,168,144,442,2025,8,August
I00378,2025-08-01,P028,WH_Mumbai,51,77,141,0,2025,8,August
I00379,2025-08-01,P029,WH_Bengaluru,435,241,113,563,2025,8,August
I00380,2025-08-01,P030,WH_Delhi,241,147,151,237,2025,8,August
I00381,2025-08-01,P031,WH_Mumbai,98,219,145,172,2025,8,August
I00382,2025-08-01,P032,WH_Hyderabad,136,7,169,0,2025,8,August
I00383,2025-08-01,P033,WH_Hyderabad,65,105,49,121,2025,8,August
I00384,2025-08-01,P034,WH_Delhi,153,145,114,184,2025,8,August
I00385,2025-08-01,P035,WH_Delhi,162,142,61,243,2025,8,August
I00386,2025-08-01,P036,WH_Hyderabad,396,103,90,409,2025,8,August
I00387,2025-08-01,P037,WH_Pune,418,60,40,438,2025,8,August
I00388,2025-08-01,P038,WH_Hyderabad,410,33,107,336,2025,8,August
I00389,2025-08-01,P039,WH_Delhi,488,2,68,422,2025,8,August
I00390,2025-08-01,P040,WH_Mumbai,127,165,55,237,2025,8,August
I00391,2025-08-01,P041,WH_Delhi,434,156,121,469,2025,8,August
I00392,2025-08-01,P042,WH_Bengaluru,366,144,106,404,2025,8,August
I00393,2025-08-01,P043,WH_Bengaluru,227,135,99,263,2025,8,August
I00394,2025-08-01,P044,WH_Pune,364,94,27,431,2025,8,August
I00395,2025-08-01,P045,WH_Delhi,204,249,25,428,2025,8,August
I00396,2025-08-01,P046,WH_Pune,409,149,85,473,2025,8,August
I00397,2025-08-01,P047,WH_Bengaluru,124,26,138,12,2025,8,August
I00398,2025-08-01,P048,WH_Delhi,317,8,39,286,2025,8,August
I00399,2025-08-01,P049,WH_Hyderabad,494,164,63,595,2025,8,August
I00400,2025-08-01,P050,WH_Mumbai,475,3,58,420,2025,8,August
I00401,2025-09-01,P001,WH_Delhi,140,218,88,270,2025,9,September
I00402,2025-09-01,P002,WH_Pune,296,131,91,336,2025,9,September
I00403,2025-09-01,P003,WH_Delhi,327,78,140,265,2025,9,September
I00404,2025-09-01,P004,WH_Delhi,480,160,47,593,2025,9,September
I00405,2025-09-01,P005,WH_Mumbai,166,135,35,266,2025,9,September
I00406,2025-09-01,P006,WH_Pune,343,41,147,237,2025,9,September
I00407,2025-09-01,P007,WH_Hyderabad,203,211,149,265,2025,9,September
I00408,2025-09-01,P008,WH_Mumbai,191,162,55,298,2025,9,September
I00409,2025-09-01,P009,WH_Hyderabad,317,81,125,273,2025,9,September
I00410,2025-09-01,P010,WH_Bengaluru,243,186,11,418,2025,9,September
I00411,2025-09-01,P011,WH_Mumbai,443,21,27,437,2025,9,September
I00412,2025-09-01,P012,WH_Delhi,107,0,62,45,2025,9,September
I00413,2025-09-01,P013,WH_Hyderabad,277,30,168,139,2025,9,September
I00414,2025-09-01,P014,WH_Pune,452,203,62,593,2025,9,September
I00415,2025-09-01,P015,WH_Pune,144,22,159,7,2025,9,September
I00416,2025-09-01,P016,WH_Bengaluru,264,153,152,265,2025,9,September
I00417,2025-09-01,P017,WH_Delhi,392,124,157,359,2025,9,September
I00418,2025-09-01,P018,WH_Hyderabad,89,38,130,0,2025,9,September
I00419,2025-09-01,P019,WH_Pune,218,227,164,281,2025,9,September
I00420,2025-09-01,P020,WH_Hyderabad,235,230,14,451,2025,9,September
I00421,2025-09-01,P021,WH_Mumbai,440,211,50,601,2025,9,September
I00422,2025-09-01,P022,WH_Pune,495,67,163,399,2025,9,September
I00423,2025-09-01,P023,WH_Mumbai,242,108,154,196,2025,9,September
I00424,2025-09-01,P024,WH_Delhi,312,106,82,336,2025,9,September
I00425,2025-09-01,P025,WH_Delhi,427,84,21,490,2025,9,September
I00426,2025-09-01,P026,WH_Delhi,384,9,94,299,2025,9,September
I00427,2025-09-01,P027,WH_Mumbai,351,51,68,334,2025,9,September
I00428,2025-09-01,P028,WH_Pune,334,167,128,373,2025,9,September
I00429,2025-09-01,P029,WH_Mumbai,238,156,77,317,2025,9,September
I00430,2025-09-01,P030,WH_Hyderabad,239,123,69,293,2025,9,September
I00431,2025-09-01,P031,WH_Bengaluru,346,216,122,440,2025,9,September
I00432,2025-09-01,P032,WH_Mumbai,295,62,88,269,2025,9,September
I00433,2025-09-01,P033,WH_Pune,481,117,157,441,2025,9,September
I00434,2025-09-01,P034,WH_Hyderabad,113,242,95,260,2025,9,September
I00435,2025-09-01,P035,WH_Hyderabad,83,66,48,101,2025,9,September
I00436,2025-09-01,P036,WH_Mumbai,367,151,97,421,2025,9,September
I00437,2025-09-01,P037,WH_Delhi,414,247,98,563,2025,9,September
I00438,2025-09-01,P038,WH_Delhi,128,73,38,163,2025,9,September
I00439,2025-09-01,P039,WH_Mumbai,150,67,151,66,2025,9,September
I00440,2025-09-01,P040,WH_Bengaluru,77,171,23,225,2025,9,September
I00441,2025-09-01,P041,WH_Pune,126,166,125,167,2025,9,September
I00442,2025-09-01,P042,WH_Bengaluru,241,31,98,174,2025,9,September
I00443,2025-09-01,P043,WH_Mumbai,205,16,104,117,2025,9,September
I00444,2025-09-01,P044,WH_Hyderabad,382,9,64,327,2025,9,September
I00445,2025-09-01,P045,WH_Delhi,165,78,178,65,2025,9,September
I00446,2025-09-01,P046,WH_Bengaluru,254,115,51,318,2025,9,September
I00447,2025-09-01,P047,WH_Hyderabad,120,101,165,56,2025,9,September
I00448,2025-09-01,P048,WH_Hyderabad,320,219,45,494,2025,9,September
I00449,2025-09-01,P049,WH_Hyderabad,380,94,65,409,2025,9,September
I00450,2025-09-01,P050,WH_Bengaluru,275,218,61,432,2025,9,September
I00451,2025-10-01,P001,WH_Pune,271,28,93,206,2025,10,October
I00452,2025-10-01,P002,WH_Pune,358,150,166,342,2025,10,October
I00453,2025-10-01,P003,WH_Mumbai,227,111,30,308,2025,10,October
I00454,2025-10-01,P004,WH_Delhi,187,29,85,131,2025,10,October
I00455,2025-10-01,P005,WH_Hyderabad,356,145,170,331,2025,10,October
I00456,2025-10-01,P006,WH_Hyderabad,434,115,116,433,2025,10,October
I00457,2025-10-01,P007,WH_Bengaluru,192,46,45,193,2025,10,October
I00458,2025-10-01,P008,WH_Pune,223,160,63,320,2025,10,October
I00459,2025-10-01,P009,WH_Pune,300,22,176,146,2025,10,October
I00460,2025-10-01,P010,WH_Delhi,232,193,11,414,2025,10,October
I00461,2025-10-01,P011,WH_Delhi,462,123,119,466,2025,10,October
I00462,2025-10-01,P012,WH_Delhi,120,28,173,0,2025,10,October
I00463,2025-10-01,P013,WH_Hyderabad,162,15,54,123,2025,10,October
I00464,2025-10-01,P014,WH_Pune,355,189,131,413,2025,10,October
I00465,2025-10-01,P015,WH_Delhi,233,175,24,384,2025,10,October
I00466,2025-10-01,P016,WH_Mumbai,258,19,19,258,2025,10,October
I00467,2025-10-01,P017,WH_Hyderabad,83,107,13,177,2025,10,October
I00468,2025-10-01,P018,WH_Pune,472,215,33,654,2025,10,October
I00469,2025-10-01,P019,WH_Pune,330,70,45,355,2025,10,October
I00470,2025-10-01,P020,WH_Pune,235,128,21,342,2025,10,October
I00471,2025-10-01,P021,WH_Bengaluru,483,207,162,528,2025,10,October
I00472,2025-10-01,P022,WH_Hyderabad,388,25,15,398,2025,10,October
I00473,2025-10-01,P023,WH_Mumbai,152,182,129,205,2025,10,October
I00474,2025-10-01,P024,WH_Mumbai,94,111,23,182,2025,10,October
I00475,2025-10-01,P025,WH_Mumbai,64,177,46,195,2025,10,October
I00476,2025-10-01,P026,WH_Hyderabad,389,95,81,403,2025,10,October
I00477,2025-10-01,P027,WH_Hyderabad,234,146,114,266,2025,10,October
I00478,2025-10-01,P028,WH_Hyderabad,363,117,104,376,2025,10,October
I00479,2025-10-01,P029,WH_Bengaluru,348,41,102,287,2025,10,October
I00480,2025-10-01,P030,WH_Delhi,434,46,24,456,2025,10,October
I00481,2025-10-01,P031,WH_Hyderabad,223,222,67,378,2025,10,October
I00482,2025-10-01,P032,WH_Mumbai,297,130,48,379,2025,10,October
I00483,2025-10-01,P033,WH_Delhi,299,177,166,310,2025,10,October
I00484,2025-10-01,P034,WH_Bengaluru,423,162,23,562,2025,10,October
I00485,2025-10-01,P035,WH_Bengaluru,491,89,39,541,2025,10,October
I00486,2025-10-01,P036,WH_Hyderabad,212,51,136,127,2025,10,October
I00487,2025-10-01,P037,WH_Hyderabad,341,151,100,392,2025,10,October
I00488,2025-10-01,P038,WH_Hyderabad,358,149,118,389,2025,10,October
I00489,2025-10-01,P039,WH_Mumbai,118,191,125,184,2025,10,October
I00490,2025-10-01,P040,WH_Bengaluru,124,41,155,10,2025,10,October
I00491,2025-10-01,P041,WH_Mumbai,79,69,152,0,2025,10,October
I00492,2025-10-01,P042,WH_Hyderabad,65,103,120,48,2025,10,October
I00493,2025-10-01,P043,WH_Mumbai,156,161,132,185,2025,10,October
I00494,2025-10-01,P044,WH_Delhi,318,72,164,226,2025,10,October
I00495,2025-10-01,P045,WH_Hyderabad,292,30,95,227,2025,10,October
I00496,2025-10-01,P046,WH_Delhi,335,98,158,275,2025,10,October
I00497,2025-10-01,P047,WH_Bengaluru,465,228,179,514,2025,10,October
I00498,2025-10-01,P048,WH_Mumbai,465,85,108,442,2025,10,October
I00499,2025-10-01,P049,WH_Pune,464,39,96,407,2025,10,October
I00500,2025-10-01,P050,WH_Mumbai,240,163,34,369,2025,10,October
I00501,2025-11-01,P001,WH_Pune,472,204,55,621,2025,11,November
I00502,2025-11-01,P002,WH_Pune,337,163,106,394,2025,11,November
I00503,2025-11-01,P003,WH_Bengaluru,449,17,25,441,2025,11,November
I00504,2025-11-01,P004,WH_Pune,296,197,84,409,2025,11,November
I00505,2025-11-01,P005,WH_Mumbai,239,203,134,308,2025,11,November
I00506,2025-11-01,P006,WH_Mumbai,343,185,54,474,2025,11,November
I00507,2025-11-01,P007,WH_Mumbai,434,135,41,528,2025,11,November
I00508,2025-11-01,P008,WH_Delhi,287,110,83,314,2025,11,November
I00509,2025-11-01,P009,WH_Pune,469,122,123,468,2025,11,November
I00510,2025-11-01,P010,WH_Mumbai,379,237,92,524,2025,11,November
I00511,2025-11-01,P011,WH_Hyderabad,128,92,139,81,2025,11,November
I00512,2025-11-01,P012,WH_Bengaluru,99,222,38,283,2025,11,November
I00513,2025-11-01,P013,WH_Mumbai,315,116,164,267,2025,11,November
I00514,2025-11-01,P014,WH_Mumbai,448,235,69,614,2025,11,November
I00515,2025-11-01,P015,WH_Hyderabad,365,168,67,466,2025,11,November
I00516,2025-11-01,P016,WH_Hyderabad,429,101,35,495,2025,11,November
I00517,2025-11-01,P017,WH_Delhi,469,208,61,616,2025,11,November
I00518,2025-11-01,P018,WH_Delhi,180,176,23,333,2025,11,November
I00519,2025-11-01,P019,WH_Hyderabad,268,184,10,442,2025,11,November
I00520,2025-11-01,P020,WH_Mumbai,227,245,23,449,2025,11,November
I00521,2025-11-01,P021,WH_Delhi,386,97,12,471,2025,11,November
I00522,2025-11-01,P022,WH_Mumbai,174,217,171,220,2025,11,November
I00523,2025-11-01,P023,WH_Mumbai,399,20,93,326,2025,11,November
I00524,2025-11-01,P024,WH_Hyderabad,330,121,111,340,2025,11,November
I00525,2025-11-01,P025,WH_Bengaluru,74,102,146,30,2025,11,November
I00526,2025-11-01,P026,WH_Bengaluru,459,36,66,429,2025,11,November
I00527,2025-11-01,P027,WH_Hyderabad,381,25,161,245,2025,11,November
I00528,2025-11-01,P028,WH_Bengaluru,186,28,112,102,2025,11,November
I00529,2025-11-01,P029,WH_Delhi,197,93,36,254,2025,11,November
I00530,2025-11-01,P030,WH_Hyderabad,349,112,172,289,2025,11,November
I00531,2025-11-01,P031,WH_Pune,304,142,96,350,2025,11,November
I00532,2025-11-01,P032,WH_Pune,446,209,141,514,2025,11,November
I00533,2025-11-01,P033,WH_Mumbai,147,99,43,203,2025,11,November
I00534,2025-11-01,P034,WH_Delhi,194,13,165,42,2025,11,November
I00535,2025-11-01,P035,WH_Pune,161,184,84,261,2025,11,November
I00536,2025-11-01,P036,WH_Hyderabad,146,54,130,70,2025,11,November
I00537,2025-11-01,P037,WH_Pune,166,36,102,100,2025,11,November
I00538,2025-11-01,P038,WH_Bengaluru,253,249,35,467,2025,11,November
I00539,2025-11-01,P039,WH_Hyderabad,372,201,93,480,2025,11,November
I00540,2025-11-01,P040,WH_Bengaluru,323,30,36,317,2025,11,November
I00541,2025-11-01,P041,WH_Delhi,155,5,138,22,2025,11,November
I00542,2025-11-01,P042,WH_Delhi,211,20,27,204,2025,11,November
I00543,2025-11-01,P043,WH_Delhi,309,209,86,432,2025,11,November
I00544,2025-11-01,P044,WH_Bengaluru,462,183,34,611,2025,11,November
I00545,2025-11-01,P045,WH_Hyderabad,303,187,164,326,2025,11,November
I00546,2025-11-01,P046,WH_Delhi,354,165,74,445,2025,11,November
I00547,2025-11-01,P047,WH_Delhi,485,167,10,642,2025,11,November
I00548,2025-11-01,P048,WH_Mumbai,70,14,95,0,2025,11,November
I00549,2025-11-01,P049,WH_Pune,353,48,169,232,2025,11,November
I00550,2025-11-01,P050,WH_Bengaluru,413,31,54,390,2025,11,November
I00551,2025-12-01,P001,WH_Bengaluru,294,198,106,386,2025,12,December
I00552,2025-12-01,P002,WH_Mumbai,242,145,89,298,2025,12,December
I00553,2025-12-01,P003,WH_Pune,442,22,118,346,2025,12,December
I00554,2025-12-01,P004,WH_Delhi,286,71,60,297,2025,12,December
I00555,2025-12-01,P005,WH_Mumbai,129,144,172,101,2025,12,December
I00556,2025-12-01,P006,WH_Pune,204,80,152,132,2025,12,December
I00557,2025-12-01,P007,WH_Delhi,374,142,89,427,2025,12,December
I00558,2025-12-01,P008,WH_Pune,83,210,57,236,2025,12,December
I00559,2025-12-01,P009,WH_Pune,303,115,14,404,2025,12,December
I00560,2025-12-01,P010,WH_Hyderabad,459,22,117,364,2025,12,December
I00561,2025-12-01,P011,WH_Hyderabad,442,91,29,504,2025,12,December
I00562,2025-12-01,P012,WH_Bengaluru,490,107,161,436,2025,12,December
I00563,2025-12-01,P013,WH_Mumbai,453,29,73,409,2025,12,December
I00564,2025-12-01,P014,WH_Bengaluru,378,240,118,500,2025,12,December
I00565,2025-12-01,P015,WH_Mumbai,405,18,23,400,2025,12,December
I00566,2025-12-01,P016,WH_Delhi,244,43,106,181,2025,12,December
I00567,2025-12-01,P017,WH_Delhi,155,217,11,361,2025,12,December
I00568,2025-12-01,P018,WH_Hyderabad,245,208,154,299,2025,12,December
I00569,2025-12-01,P019,WH_Bengaluru,399,214,177,436,2025,12,December
I00570,2025-12-01,P020,WH_Hyderabad,309,62,175,196,2025,12,December
I00571,2025-12-01,P021,WH_Hyderabad,324,28,100,252,2025,12,December
I00572,2025-12-01,P022,WH_Bengaluru,468,69,125,412,2025,12,December
I00573,2025-12-01,P023,WH_Delhi,328,171,55,444,2025,12,December
I00574,2025-12-01,P024,WH_Bengaluru,313,204,75,442,2025,12,December
I00575,2025-12-01,P025,WH_Mumbai,262,243,168,337,2025,12,December
I00576,2025-12-01,P026,WH_Bengaluru,366,51,121,296,2025,12,December
I00577,2025-12-01,P027,WH_Delhi,85,86,121,50,2025,12,December
I00578,2025-12-01,P028,WH_Hyderabad,318,46,174,190,2025,12,December
I00579,2025-12-01,P029,WH_Pune,287,166,31,422,2025,12,December
I00580,2025-12-01,P030,WH_Pune,79,105,155,29,2025,12,December
I00581,2025-12-01,P031,WH_Pune,379,93,176,296,2025,12,December
I00582,2025-12-01,P032,WH_Pune,376,196,16,556,2025,12,December
I00583,2025-12-01,P033,WH_Mumbai,95,140,27,208,2025,12,December
I00584,2025-12-01,P034,WH_Mumbai,313,159,83,389,2025,12,December
I00585,2025-12-01,P035,WH_Mumbai,151,78,88,141,2025,12,December
I00586,2025-12-01,P036,WH_Mumbai,225,39,72,192,2025,12,December
I00587,2025-12-01,P037,WH_Delhi,133,98,24,207,2025,12,December
I00588,2025-12-01,P038,WH_Mumbai,368,222,145,445,2025,12,December
I00589,2025-12-01,P039,WH_Hyderabad,427,12,91,348,2025,12,December
I00590,2025-12-01,P040,WH_Bengaluru,119,119,71,167,2025,12,December
I00591,2025-12-01,P041,WH_Mumbai,238,216,10,444,2025,12,December
I00592,2025-12-01,P042,WH_Pune,431,140,41,530,2025,12,December
I00593,2025-12-01,P043,WH_Mumbai,81,151,65,167,2025,12,December
I00594,2025-12-01,P044,WH_Delhi,309,28,32,305,2025,12,December
I00595,2025-12-01,P045,WH_Pune,454,89,39,504,2025,12,December
I00596,2025-12-01,P046,WH_Bengaluru,193,176,76,293,2025,12,December
I00597,2025-12-01,P047,WH_Hyderabad,107,22,34,95,2025,12,December
I00598,2025-12-01,P048,WH_Bengaluru,492,96,138,450,2025,12,December
I00599,2025-12-01,P049,WH_Mumbai,258,171,178,251,2025,12,December
I00600,2025-12-01,P050,WH_Bengaluru,254,45,144,155,2025,12,December
